Number,Name,lat,Latitude,lon,Longitude,OSM Node ID,A_Sequence,B_Sequence,C_Sequence,D_Sequence,E_Sequence,F_Sequence,Comment,,,
527,MOSI parking (northbound),28.0532267,28.0532267,-82.4018095,-82.4018095,1399137924,,,,,,25,ambiguous location use stop on west side
511,Bougainvillea near 40th (eastbound),28.0435092,28.0435092,-82.4135713,-82.4135713,1399137925,,,,,,21,has ID tag
505,Province S (southbound),28.0466484,28.0466484,-82.4164839,-82.4164839,1399137927,,,,,,20,has ID tag
510,Bougainvillea near 40th (westbound),28.0436552,28.0436552,-82.4140997,-82.4140997,1399137928,,,,,,12,has ID tag
521,Whteway & 50th to MSC,28.0481539,28.0481539,-82.4015547,-82.4015547,1399137929,,,,,,24,has ID tag
514,Connechusett to MSC,28.0437414,28.0437414,-82.4083997,-82.4083997,1399137931,,,,,,22,no sign this side of road use stop on north side
518,Woodmere to MSC,28.0437177,28.0437177,-82.4037863,-82.4037863,1399137932,,,,,,23,no sign this side of road use stop on north side
520,Whiteway & 50th to ADM,28.0481965,28.0481965,-82.4018122,-82.4018122,1399137933,,,,,,9,has ID tag
708,U. Mall to ADM,28.0586819,28.0586819,-82.4348681,-82.4348681,1056814287,,,,11,,,
716,UATC (HART Transfer) to ADM,28.0654748,28.0656119,-82.4299811,-82.4298120,1056832298,,,,9,,,
713,University Club to ADM,28.0612988,28.0612988,-82.4346213,-82.4346213,828178924,,,,10,,,
712,University Club to MSC,28.0615659,28.0615659,-82.434495,-82.4344950,828179243,,,,25,,,
206,UTC,28.058051,28.0580510,-82.4178021,-82.4178021,828181805,,,,15,,,
503,Province N (southbound),28.0509138,28.0509138,-82.4164844,-82.4164844,828181818,,,,,,19,No ID tag
501,40th & Fowler (southbound),28.053456,28.0534560,-82.4164415,-82.4164415,828181821,,,,,,18,No ID tag
504,Province N (northbound),28.050535,28.0505350,-82.4160767,-82.4160767,828181826,,,,,,14,No ID tag
821,Willow Brooke,28.0782938,28.0782938,-82.414168,-82.4141680,828182085,,,24,,,,
827,Cambridgewoods Drive,28.076159,28.0761590,-82.4141341,-82.4141341,828182097,,,25,,,,
502,40th & Fowler (northbound),28.0535886,28.0535886,-82.4160526,-82.4160526,828182943,,,,,,15,No ID tag
508,Province S (northbound),28.0443471,28.0443471,-82.4160499,-82.4160499,828182944,,,,,,13,No ID tag
829,Sterling 42nd Street,28.0720765,28.0720765,-82.4140796,-82.4140796,828196741,,,26,,,,
715,UATC (HART Transfer) to MSC,28.0668539,28.0668539,-82.4294859,-82.4294859,828198460,,,,26,,,
414,Andros,28.0671289,28.0671289,-82.4131028,-82.4131028,661059668,2,2,17,,,,
911,Sunridge Condos (southbound),28.059304,28.0593040,-82.4019447,-82.4019447,739086088,,,,,,7,No ID tag
912,Sunridge Condos (northbound),28.0592351,28.0592351,-82.4016624,-82.4016624,739086089,,,,,,26,No ID tag
906,Bordeaux Village (northbound),28.0634675,28.0634675,-82.4017881,-82.4017881,739086091,,,,,,27,No ID tag
905,Bordeaux Village (southbound),28.0634724,28.0634724,-82.4019839,-82.4019839,739086092,,,,,,6,No ID tag
904,50th Street @ Holly Drive,28.0662359,28.0662359,-82.4017507,-82.4017507,742892524,,,,,,28,No ID tag
162,Baseball Field,28.0598216,28.0598216,-82.4048794,-82.4048794,454063837,15,,,,,,
161,Athletics,28.0599226,28.0598968,-82.4045813,-82.4046005,454063838,,,,,10,,
157,P&R Lot 18 Soccer Fields,28.0601332,28.0601332,-82.4028919,-82.4028919,454063840,,,,,9,,
158,P&R Lot 18 at Elm Drive,28.0601783,28.0601783,-82.4026042,-82.4026042,454063841,16,,,,,,
154,P&R Lot 18 at Crosswinds,28.0631924,28.0631924,-82.4026265,-82.4026265,454063842,17,,,,,,
155,P&R Lot 18 Softball Fields,28.0635379,28.0635379,-82.4028841,-82.4028841,454063843,,,,,8,,
150,P&R Lot 18 at Baptist Student Center,28.0656023,28.0656023,-82.4027142,-82.4027142,454063844,18,,,,,,
151,P&R Lot 18 at Par Course,28.065607,28.0656070,-82.4028322,-82.4028322,454063846,,,,,7,,
446,Greek Park (westbound),28.065795,28.0657950,-82.4074325,-82.4074325,454063847,19,,,,4,29,
445,Lot 35 (eastbound),28.065666,28.0656660,-82.4075048,-82.4075048,454063849,,,,,6,4,
430,Cypress Apartments,28.0665471,28.0665471,-82.4080208,-82.4080208,454063850,20,,,,5,,
165,Sun Dome East,28.0576641,28.0577003,-82.4054926,-82.4055273,454063852,,,,,11,,
166,ERCCD,28.0576856,28.0576648,-82.4053377,-82.4053355,454063853,14,,,,,,
129,Business 2,28.0573207,28.0573207,-82.409663,-82.4096630,454063856,,,8,,12,,
102,Library,28.0591628,28.0591628,-82.4130271,-82.4130271,454063857,11,,9,17,13,16,I dragged this one to preserve the shelter info
103,ADM II,28.0606409,28.0591688,-82.4134239,-82.4134026,454063860,,,10,,14,,removed this summer
203,Engineering,28.0580609,28.0580609,-82.4160442,-82.4160442,454063861,,,,19,15,,
204,Research & Development,28.057739,28.0577239,-82.4159423,-82.4158121,454063862,10,,,16,,,
205,Alumni & Laurel South,28.0581775,28.0581775,-82.4180747,-82.4180747,454063869,,,,20,,,
230,Hope Lodge,28.0626315,28.0626315,-82.4196424,-82.4196424,454063878,8,,,,,,
217,Fine Arts,28.0625997,28.0625997,-82.419021,-82.4190210,454063883,,,,,18,,
213,The Lakes,28.0612476,28.0612476,-82.4194079,-82.4194079,454063884,,,,,17,,
226,Eye Institute II,28.0649089,28.0649089,-82.419023,-82.4190230,454063890,6,,,,,,
225,Eye Institute I,28.0650164,28.0651757,-82.4188763,-82.4188922,454063893,,,,,20,,
311,Moffit Research,28.0660137,28.0660137,-82.4191236,-82.4191236,454063895,,13,,30,,,
312,Morsani Center (westbound),28.0661462,28.0661462,-82.4192041,-82.4192041,454063897,,6,,5,,,
305,Lot 9C,28.065426,28.0654260,-82.4179792,-82.4179792,454063901,,14,,31,,,
326,Laurel Garage (southbound),28.0664449,28.0664449,-82.4177071,-82.4177071,454063903,5,5,,,,,
325,Laurel Garage (northbound),28.0664358,28.0664358,-82.4176215,-82.4176215,454063906,,,,,21,,
330,Park N Ride 43 East,28.0677897,28.0677897,-82.4146456,-82.4146456,454063909,3,3,,,,,
327,P&R Lot 43 Main (eastbound),28.0677285,28.0677285,-82.4160802,-82.4160802,454063911,,,,,22,,
328,P&R Lot 43 Main (westbound),28.0679291,28.0679291,-82.4165168,-82.4165168,454063912,4,4,,,,,
413,Credit Union (southbound),28.0671748,28.0671748,-82.4133054,-82.4133054,454063915,,,28,,24,,
401,Marshall Student Center (transfer),28.0642789,28.0642789,-82.4136326,-82.4136326,454063916,1,1,1,1,1,1,
418,Epsilon Hall,28.065806,28.0658060,-82.4120271,-82.4120271,454063919,22,,16,,,31,
421,Holly Apartments (eastbound),28.065608,28.0656080,-82.4112482,-82.4112482,454063920,,,2,,2,2,
425,Maple Suites,28.0656169,28.0656169,-82.409479,-82.4094790,653972360,,,3,,3,3,
320,Health Science Clinics (eastbound),28.0656649,28.0656649,-82.424733,-82.4247330,824795217,,,,27,,,
319,Children's Medical Services,28.0660221,28.0660221,-82.4245398,-82.4245398,824795218,,,,8,,,
316,Holly at Cypress,28.0661098,28.0661098,-82.4235501,-82.4235501,824795219,,,,7,,,
115,Maple & Holly,28.0649816,28.0649816,-82.4082539,-82.4082539,617066627,,,4,,,,
346,Chiles Center / FMHI,28.0687546,28.0687546,-82.4233954,-82.4233954,743557416,,12,,,,,
344,Continuing Ed,28.0679783,28.0679783,-82.4253294,-82.4253294,743561913,,11,,,,,
329,Lot 44,28.0676002,28.0676002,-82.4148343,-82.4148343,552602135,,,,,23,,
120,CW Young Hall,28.0611956,28.0611956,-82.4085717,-82.4085717,573393331,,,13,,,,
709,U. Mall to MSC,28.0586629,28.0586629,-82.4350451,-82.4350451,455005586,,,,24,,,
700,Fountainwood Apartments,28.0570359,28.0570359,-82.428133,-82.4281330,455032070,,,,23,,,
313,Mofitt Tower (eastbound),28.0660043,28.0660043,-82.4208696,-82.4208696,798636994,,,,29,,,
314,Social Work Center (westbound),28.0661368,28.0661368,-82.4209448,-82.4209448,798637002,,7,,6,,,
340,Westside Conference,28.0668475,28.0668475,-82.4241032,-82.4241032,1029714066,,9,,,,,
317,College of Nursing,28.0643901,28.0643901,-82.4238254,-82.4238254,1029714071,,8,,,,,
701,University Collection I,28.0569208,28.0569208,-82.4280875,-82.4280875,1029723352,,,,12,,,
301,Theater,28.0647892,28.0647892,-82.4146675,-82.4146675,655174250,,16,,33,,,
302,Post Office,28.0650233,28.0650233,-82.4142865,-82.4142865,655174252,,,,2,,,
411,Palm & Laurel,28.0678963,28.0679830,-82.4133332,-82.4133235,655288739,,,27,,,,
426,Cypress Hall,28.0658117,28.0658117,-82.4098152,-82.4098152,663479688,21,,15,,,30,
125,Business 1,28.058223,28.0582230,-82.4088252,-82.4088252,456523861,,,7,,,,
126,Sun Dome West,28.0582912,28.0582912,-82.4085935,-82.4085935,456523864,,,11,,,,
122,Rec Center,28.0600642,28.0600642,-82.408633,-82.4086330,456523866,,,12,,,,
121,Cooper Hall,28.0601637,28.0601637,-82.4088376,-82.4088376,456523869,,,6,,,,
119,SOC/HMS,28.0613281,28.0613281,-82.4088507,-82.4088507,456526021,,,5,,,,
815,Skipper I,28.0804166,28.0804166,-82.4126525,-82.4126525,456529255,,,23,,,,
813,Oak Ramble,28.0804497,28.0804497,-82.4113221,-82.4113221,456529256,,,22,,,,
801,Rocky's,28.0723004,28.0723004,-82.409827,-82.4098270,456529952,,,19,,,,
807,The Claw,28.0770798,28.0770798,-82.4099381,-82.4099381,456529953,,,21,,,,
803,Fairway One,28.0749735,28.0749735,-82.4098576,-82.4098576,456529954,,,20,,,,
410,North Palm,28.0684296,28.0684260,-82.4130665,-82.4130960,456529956,,,18,,,,
240,Botanical Garden to Mall/MSC,28.05785,28.0578500,-82.4230895,-82.4230895,456546513,,,,22,,,
241,Botanical Garden to ADM,28.0578407,28.0578407,-82.4228062,-82.4228062,456546518,,,,13,,,
209,Science Center,28.0603432,28.0603432,-82.4176764,-82.4176764,1041573056,,,,,16,,
214,Juniper-Poplar,28.0601447,28.0601447,-82.4177718,-82.4177718,1041573063,9,,,,,,
304,Parking & Transportation,28.0650025,28.0650025,-82.416544,-82.4165440,614927951,,,,3,,,
303,Fine Arts Studio,28.0648208,28.0648208,-82.4163448,-82.4163448,614943558,,15,,32,,,
306,Central Receiving,28.0655001,28.0655001,-82.4177664,-82.4177664,614968216,,,,4,,,
238,47T east,28.0579898,28.0579898,-82.4215107,-82.4215107,1055080239,,,,14,,,
239,47T west,28.0581555,28.0581555,-82.4215321,-82.4215321,1055080251,,,,21,,,
221,PCD I,28.0638645,28.0636657,-82.418921,-82.4189217,1055102500,,,,,19,,
222,PCD II,28.0638645,28.0637414,-82.4189853,-82.4189781,1055102515,7,,,,,,
315,Holly at USF Health Drive,28.0659877,28.0659877,-82.4233507,-82.4233507,1055308052,,,,28,,,
342,COPH,28.0672309,28.0672309,-82.4249241,-82.4249241,1055700574,,10,,,,,
11903,Holly Drive @ 50th (eastbound),28.0662779,28.0662779,-82.402486,-82.4024860,652203688,,,,,,5,No ID tag
